OrderID,Cities,Countries
10859,Brandenburg,Germany
10860,Köln,Germany
10861,Charleroi,Belgium
10862,Charleroi,Belgium
10863,Campinas,Brazil
10864,Luleå,Sweden
10865,San Cristóbal,Venezuela
10866,Albuquerque,USA
10867,Elgin,USA
10868,Sevilla,Spain
10869,Rio de Janeiro,Brazil
10870,Oulu,Finland
10871,Leipzig,Germany
10872,Portland,USA
10873,Lander,USA
10874,Lander,USA
10875,Rio de Janeiro,Brazil
10876,Campinas,Brazil
10877,Albuquerque,USA
10878,Boise,USA
10879,Bern,Switzerland
10880,Albuquerque,USA
10881,Leipzig,Germany
10882,Resende,Brazil
10883,Nantes,France
10884,Genève,Switzerland
10885,Köln,Germany
10886,Brandenburg,Germany
10887,Madrid,Spain
10888,I. de Margarita,Venezuela
10889,Elgin,USA
10890,Buenos Aires,Argentina
10891,Caracas,Venezuela
10892,Cowes,UK
10893,Salzburg,Austria
10894,San Cristóbal,Venezuela
10895,Resende,Brazil
10896,København,Denmark
10897,Münster,Germany
10898,Resende,Brazil
10899,Campinas,Brazil
10900,São Paulo,Brazil
10901,Helsinki,Finland
10902,Boise,USA
10903,Brandenburg,Germany
10904,Seattle,USA
10905,Frankfurt a.M.,Germany
10906,Stuttgart,Germany
10907,Aachen,Germany
10908,I. de Margarita,Venezuela
10909,Rio de Janeiro,Brazil
10910,Stuttgart,Germany
10911,Cowes,UK
10912,Århus,Denmark
10913,Bergamo,Italy
10914,Barcelona,Spain
10915,San Cristóbal,Venezuela
10916,Genève,Switzerland
10917,México D.F.,Mexico
10918,Campinas,Brazil
10919,Rio de Janeiro,Brazil
10920,Tsawassen,Canada
10921,Anchorage,USA
10922,São Paulo,Brazil
10923,Münster,Germany
10924,Lander,USA
10925,Brandenburg,Germany
10926,Paris,France
10927,Rio de Janeiro,Brazil
10928,Stuttgart,Germany
10929,Walla,Poland
10930,Barcelona,Spain
10931,Elgin,USA
10932,Campinas,Brazil
10933,Barcelona,Spain
10934,San Cristóbal,Venezuela
10935,México D.F.,Mexico
10936,Nantes,France
10937,Montréal,Canada
10938,Lander,USA
10939,Albuquerque,USA
10940,São Paulo,Brazil
10941,Barcelona,Spain
10942,Cunewalde,Germany
10943,San Cristóbal,Venezuela
10944,Anchorage,USA
10945,Caracas,Venezuela
10946,Paris,France
10947,München,Germany
10948,São Paulo,Brazil
10949,México D.F.,Mexico
10950,Lisboa,Portugal
10951,Toulouse,France
10952,Graz,Austria
10953,I. de Margarita,Venezuela
10954,Frankfurt a.M.,Germany
10955,Brandenburg,Germany
10956,Münster,Germany
10957,Stuttgart,Germany
10958,Walla,Poland
10959,Campinas,Brazil
10960,Seattle,USA
10961,Strasbourg,France
10962,Albuquerque,USA
10963,Salzburg,Austria
10964,Walla,Poland
10965,København,Denmark
10966,Brandenburg,Germany
10967,Lyon,France
10968,København,Denmark
10969,Luleå,Sweden
10970,Lander,USA
10971,Brandenburg,Germany
10972,I. de Margarita,Venezuela
10973,Resende,Brazil
